frame,delta_frames,tick_cycles,physics_cycles,render_cycles,practice_ui_cycles,physics_setup,physics_core,physics_practice,render_setup,render_visibility,render_bg,render_actors,render_hud,render_practice,tlb_loads,tlb_cycles,tlb_dma_cycles,tlb_icache_cycles
477,4,2033939,307884,1555464,26612,5445,293425,3980,146546,851434,320845,25664,179089,28699,8,696095,671262,16399
478,3,2335260,293734,1977913,30955,5619,279241,3482,250980,1116953,197308,25721,352835,34116,10,868876,834538,20499
479,4,1981542,407974,1412758,26457,5689,300846,3670,53843,1000798,197111,27660,102631,28558,8,691332,666507,16401
480,4,2270983,469078,1641513,31057,4973,454616,4146,179846,1103187,198373,25685,101264,32099,11,943254,908306,22549
481,3,2502788,559845,1867340,27484,5400,364814,183828,78577,1327016,319606,33184,79015,29589,13,1127008,1085618,26650
482,4,3829746,246368,3247134,29105,137054,99526,4343,150726,1886195,679496,24758,474791,31168,25,2156679,2076154,52275
483,5,2291792,204761,1925726,26974,7031,98368,3248,76669,1128117,299140,119904,272848,29048,10,869439,836508,20500
484,4,2870724,205271,2327596,126038,5738,190857,3267,52438,1648488,209583,208516,78229,128130,16,1376594,1325926,32801
485,4,2213847,294510,1633857,26768,5658,279360,3808,53031,967381,384495,27699,172018,27820,8,692995,667964,16400
486,6,3157961,409663,2415664,32596,5664,394720,4005,153854,1351733,221983,209566,443377,34101,18,1550487,1494678,36900
487,4,2473151,750176,1375093,30372,95998,555068,93636,53141,856243,201784,55408,176052,32465,12,1032576,994396,24600
488,5,2622158,381292,2176657,28678,6956,274005,4104,151867,1065031,431851,33425,463744,30739,12,1041094,1001626,24599
489,4,2731901,290214,2277467,29841,5097,275281,4620,149808,1365012,335925,120063,274718,31941,16,1375194,1325481,32799
490,3,2819467,290906,2125550,27835,5601,275298,3896,53128,1607818,129921,35003,268740,30940,15,1290097,1241314,30749
491,4,2310893,619832,1620892,30733,5690,604464,4149,151697,784065,130204,126316,393697,32791,9,780013,752043,18450
492,3,1680226,221528,1300923,29048,5587,116593,93885,55499,546071,240913,348165,77992,31133,5,431175,415712,10251
493,5,2704094,904607,1638383,27202,6902,796958,4096,53993,828218,224588,419350,81869,29286,14,1202343,1159077,28700
494,4,2743476,390080,2197457,28771,5608,374683,3837,55196,1575816,226262,45680,262975,30308,17,1459873,1404922,34852
495,4,3387978,840772,2474947,27970,5689,826543,3302,52806,1822659,452216,35633,80513,31120,22,1899552,1829149,45100
496,4,2299096,383117,1852188,31638,7077,275421,4047,146992,1058484,314238,35393,262283,34798,12,1034579,997248,24600
497,5,2593301,487144,2036822,27144,96081,380746,4233,149425,1308239,155673,217270,174809,29214,15,1292490,1245015,30750
498,4,2277947,116126,2006472,28728,5630,101198,3747,238653,1026026,230637,128034,352310,30812,12,1035726,996378,24599
499,3,2637147,572181,1903361,29295,15880,546487,4011,243484,882621,318563,132492,292648,31365,13,1119398,1077899,26650
500,5,3154442,399975,2689409,28984,4994,362506,26708,53366,1730648,404484,133258,334167,32125,18,1535031,1478215,36900
501,4,2631850,113552,2444156,27645,5870,99378,3500,150415,1618973,335367,42064,266586,29702,16,1378672,1328214,32806
502,4,3133456,546444,2432859,121020,103272,91444,93283,147659,1174290,498774,129687,359329,123120,21,1818302,1748840,43050
503,4,2891992,457989,2362911,30323,5733,442918,4314,327361,1274130,128650,217569,381742,32407,17,1473797,1417608,34849
504,4,2605107,585548,1956905,54305,5596,571220,3757,53106,916714,539676,123847,266126,56405,12,1042085,1001642,24599
505,4,1903053,473711,1359243,27335,5626,459007,4102,297011,666143,147495,42310,174689,29411,7,606320,583631,14350
506,5,2160043,924874,1168516,29717,5585,560182,102240,56403,638054,135572,135773,170928,31786,10,862255,830058,20500
507,4,2722954,290679,2175914,28262,5725,275846,3694,150112,1266523,513692,133761,80386,30361,16,1381230,1330432,32798
508,4,2580371,583741,1934747,54764,5501,569356,3282,239844,1299690,223700,35579,79111,56823,13,1128192,1084792,27684
509,5,2685175,198738,2415950,29237,5572,184652,3593,52870,1604532,128880,330063,268297,31308,14,1214485,1167842,28701
510,4,2820993,380889,2278796,27846,5473,366284,3810,151375,1391447,493904,36476,174590,29950,18,1549882,1492993,36900
511,4,2589646,654219,1866533,31436,5605,639699,3240,147339,1152105,128150,132893,271465,33503,12,1039675,1001377,24597
512,4,2621735,638535,1917076,29166,5521,624151,3552,152525,1066356,452592,133636,79655,31232,13,1133065,1090681,26649
513,3,2116050,203444,1843055,28282,5605,92880,99740,157712,1305976,225084,42031,80775,30398,9,791026,762004,18450
514,4,3267828,555738,2189107,120803,96120,361716,92408,52622,1186942,240067,133857,452719,122900,19,1627231,1567249,38948
515,5,2426440,386145,1700126,27048,96285,191318,93074,53685,1161289,226876,43768,184365,29118,13,1121790,1078402,26648
516,4,2015242,286286,1662412,28781,5553,272067,3599,51309,1320700,135862,41887,80627,30850,9,777863,749964,18449
517,5,3372987,762691,2359499,31427,5660,649043,102278,152032,1561747,218738,123415,269204,32921,21,1807278,1740093,43049
518,4,3610843,467360,3075767,31136,185718,272204,3858,328369,1680879,641400,35708,356175,33236,23,1978784,1904190,47149
519,5,2780761,196248,2493831,30829,5623,181335,3670,240303,1462462,226166,25941,506062,32897,13,1120277,1079074,26648
520,4,3093206,395765,2632331,29548,5544,381484,3365,247156,1213843,339366,393268,405933,31622,18,1545636,1488831,36900
521,4,3167260,380373,2719059,32003,5647,365499,3818,337242,1540725,137985,34429,633039,33508,20,1726451,1660246,40999
522,3,2831066,560506,2001225,32410,5531,545722,3390,52477,1044823,139963,38645,689727,35590,17,1461545,1407960,34848
523,4,3223277,472807,2590621,32522,6633,364998,3793,327980,1607848,137942,306930,175347,34574,21,1805468,1736227,43048
524,5,3520097,557137,2615252,26898,5439,541320,4039,468886,1684747,133915,31372,266296,28972,26,2232515,2146442,53299
525,5,2985099,580087,1739493,37024,98971,470414,4253,55476,656641,395529,127082,465641,39124,18,1546490,1489687,36900
526,5,3277746,210494,2407847,25784,5605,194423,3852,148009,1501731,138974,37920,552309,27845,20,1715780,1653836,40998
527,5,3926160,292232,3200821,132465,5794,276875,3732,246180,2363449,139940,126012,189619,134571,28,2404293,2314546,57399
528,5,2719925,820466,1741715,26337,5555,804994,3693,61058,793892,139017,453933,265360,28455,15,1292320,1245851,30750
529,5,2458302,197983,2002268,30073,5692,90271,96031,148963,1290191,323235,31560,175093,32181,15,1289643,1241133,30747
530,4,2108023,286160,1754931,27223,5619,179617,94923,51508,1421345,45383,34011,172848,28760,11,950944,916280,22550
531,4,2885234,775091,1854966,29428,96542,490346,92292,150886,964382,498163,130696,79351,31488,17,1462323,1408441,34848
532,3,2931835,997478,1684759,26396,6902,544726,350452,55224,804047,135338,225489,435835,28514,18,1551959,1493746,36900
533,4,2722626,393765,2257233,258762,6970,285167,4505,52627,1397556,145717,135096,265416,260821,14,1213897,1168449,28697
534,4,1713653,493505,1155131,29305,5683,387931,94270,54354,557081,44897,44054,422848,31897,7,606353,583524,14350
535,3,2803019,284460,2450494,31404,5648,179347,94269,677099,1005545,45338,34541,653423,33504,17,1477278,1421523,34847
536,6,3015901,103798,2577217,119742,5607,89164,3610,326069,1256297,138080,33505,700413,121822,21,1812546,1742402,43046
537,4,1863950,289796,1410092,123653,5670,275171,3692,167405,604095,45027,40044,425736,126758,10,869100,837090,20500
538,4,1773215,195699,1505834,26264,5638,180507,3338,147933,658957,140435,44488,485619,28402,8,696665,670519,16399
539,4,1775781,102572,1510880,31011,5648,87678,3271,148203,440353,140777,44284,702559,33071,8,702664,678005,16400
540,3,1640078,284476,1282557,34101,5488,89380,183407,148326,366244,140209,226381,81192,320205,6,516857,497198,12300
541,5,1921382,468080,1384285,29636,5615,453776,3246,52456,1121931,44796,49335,84031,31736,9,777111,746063,18449
542,4,1869355,285325,1515690,26801,97467,90569,91979,331573,769986,160960,42864,179261,28902,10,866484,833273,20500
543,3,2126768,752549,1304578,32412,5723,647405,4132,237125,648426,232856,40597,109989,34519,14,1219532,1172976,28701
544,4,1871928,679590,1034196,26126,5533,574332,94146,52870,596163,140566,41337,173897,28244,9,776068,747238,18450
545,4,1781730,376872,1334505,38669,7082,268621,3897,52249,1049061,66546,47531,78390,40728,9,781049,752156,18451
546,3,1870502,218232,1494293,27070,5555,203348,4089,146966,1024046,66685,146300,80029,29203,10,862730,831836,20497
547,3,2168078,126639,1522998,126791,5715,110589,3700,150069,568709,238302,40963,395027,128856,10,871283,839386,20499
548,3,2241262,668886,1234645,33792,5654,564986,3576,54021,694122,140400,25589,283517,35872,14,1203608,1159333,28697
549,3,2301119,476030,1485738,30000,5585,461250,3692,147299,802152,140853,30959,330262,33158,12,1030821,993753,24601
550,3,1847110,495840,1284708,26927,6850,389133,3608,329400,769347,45738,30399,79359,29427,9,773453,745469,18449
551,3,2079189,474491,1532589,31330,7019,277737,93002,241673,1013248,44905,24795,173494,33410,12,1038985,1000836,24597
552,3,2158631,295079,1706052,29044,5047,279454,4167,239964,916003,139358,25170,353343,31144,13,1120740,1080586,26650
553,3,1647730,108195,1175019,29693,5613,93316,3609,248083,737180,44527,30898,82091,31168,7,604623,582975,14350
554,3,1418851,300805,1051728,26718,5511,188481,101053,147838,717077,45656,30407,79848,28809,5,436508,420969,10251
555,3,1914474,379037,1369611,123415,5730,274242,93792,147951,579145,141034,30876,343010,125496,10,869570,837554,20500
556,3,2187806,204245,1806489,25903,5723,188801,3658,147748,1093217,148495,25423,362606,29000,13,1117333,1076914,26649
557,3,3026115,425726,2441941,31092,5618,411180,3447,423771,1344283,44810,231507,363324,34246,19,1641062,1578908,38950
558,3,2179908,541488,1570916,26829,5596,430343,100024,326868,750639,350483,32803,80061,28903,11,948576,913586,22551
559,4,1898372,203169,1339161,34895,6492,187174,4061,53068,906192,44947,30230,266682,37015,10,865452,833435,20498
560,3,1915685,377711,1379583,29058,5522,272651,94084,292985,710866,53058,115925,174578,32171,10,865080,833049,20501
561,3,2009506,205815,1330048,34123,5676,190676,3844,61523,676545,44655,30788,480340,36197,7,610658,587966,14349
562,3,2094535,495971,1530504,31862,5361,390827,94664,63345,1037162,140482,31027,223531,34957,11,945661,910440,22548
563,3,2056844,294273,1603276,31315,97374,98170,93351,52605,1050204,140104,34723,291103,33415,11,955569,920307,22549
564,3,3737337,653028,2284123,29095,5665,456372,185295,53524,1447022,231013,226241,295128,31195,25,2146279,2066842,51247
565,5,2054643,225296,1762508,33371,5806,210218,3585,147854,1282635,144297,31208,118965,35466,11,958729,921338,22551
566,4,2211795,298405,1844180,245817,5511,192614,95357,341926,977786,44593,30262,201737,247876,9,787243,757323,18450
567,4,2698589,572270,1967121,33957,7064,374932,94186,278931,1131473,140393,35603,344602,36119,15,1290629,1241910,30747
568,4,2296013,322188,1814692,29204,5481,307180,3661,147972,1150537,138956,135100,208732,31306,11,954083,918048,22551
569,4,2352542,207261,2072734,41214,5740,192553,3426,154131,1309614,318512,135047,110678,43364,12,1038270,999007,24599
570,4,2365145,761764,1532310,128620,97677,653832,4143,53479,1020954,43350,125389,157363,130720,12,1022865,985616,24599
571,4,2358327,754297,1426895,30862,5692,739156,3721,146598,844510,137916,131895,133038,32938,13,1120561,1078106,26649
572,4,2581505,301998,2117159,27994,5501,287380,3712,240776,1369940,233314,25794,217253,30082,15,1296528,1246825,30750
573,3,3092407,497510,2184105,30515,5585,482157,4145,148160,1617143,224840,34584,124681,32580,18,1557406,1501690,36899
574,4,2455219,293019,2097000,28977,5619,278914,3236,330152,1235684,231640,38773,228681,32070,14,1214177,1166367,28704
575,5,2611360,390468,1747041,55536,5843,373814,4033,145481,1378464,43147,42155,80158,57636,12,1030506,993369,24601
576,3,2164658,207856,1890363,26644,5648,192804,3612,149097,1176207,135800,130080,269360,28773,11,953516,918321,22550
577,4,2638218,207621,2160059,29915,5665,192285,3405,52272,1724755,226930,35164,86802,31972,13,1119809,1078495,26650
578,4,2420109,624097,1729516,27114,5628,514762,3534,325060,1127518,44223,30497,171943,29236,11,955646,920452,22550
579,5,2456169,385496,1905792,29821,5516,371105,3595,249925,1063701,425961,53779,80505,31921,13,1122388,1079971,26650
580,3,3003551,475678,2459379,26366,5575,369504,95502,51050,1586204,134704,387598,271002,28484,18,1556444,1498001,36900
581,5,3379908,205268,3016697,32161,5411,190408,4358,52568,2462552,43353,51982,370902,34288,19,1639672,1578624,38949
582,5,2898558,580960,2160340,26729,5295,565870,4044,52003,1874470,43270,78555,82122,28828,16,1383293,1333790,32799
583,4,3335417,546434,2629999,31386,6976,439841,3804,243023,1706194,137117,240301,268846,33465,20,1725029,1659041,41001
584,4,3068607,571792,2112085,119760,5801,463819,3486,149515,1264667,259613,53909,262519,121862,18,1560617,1499666,36898
585,4,4073949,873295,3131914,50408,5839,858930,3286,239390,2459532,63854,49654,265412,52988,26,2241778,2159167,53296
586,4,2793243,203798,2341832,123887,5524,189485,3458,148217,1265198,659809,62807,77778,125946,15,1298163,1248301,30751
587,5,2038580,304443,1663898,30012,8299,287605,3332,240592,1001165,166368,144675,77967,32090,8,691874,667052,16400
588,4,3138886,411433,2564810,437421,5424,397174,3394,238352,1307246,354214,51303,173138,439521,17,1469403,1415706,34847
589,5,3474150,667188,2737544,30240,5752,560434,3143,146817,1537465,615764,144106,259998,32327,23,1981232,1906473,47150
590,6,3096446,483031,2522832,29119,6883,370416,10025,148410,1354829,71403,131575,784300,32315,17,1459975,1405261,34849
591,4,3090385,657716,2363537,31893,97671,550692,4325,350549,1257695,503652,41544,175638,33408,18,1554972,1497132,37923
592,3,2730693,475121,2186476,27326,5512,368225,3620,484714,1155266,398715,38422,78898,29437,14,1205622,1161172,28702
593,5,2000155,306847,1534379,39456,5785,290956,3815,240193,948215,63096,40572,201312,40991,10,869732,836648,20498
594,4,2826586,476762,2188079,26309,5319,462027,3965,52562,905766,438596,322838,439901,28416,18,1547627,1489971,36899
595,4,3445655,396711,2708194,126550,6989,291364,3701,63541,1296908,443544,315371,458023,128664,22,1885076,1816129,45097
596,4,3449251,902712,2209268,29079,5481,797423,94163,150040,783913,726725,135808,380446,32336,22,1890247,1820077,45095
597,4,2523740,637688,1546870,129464,5675,622736,3809,53170,733645,155784,41835,430826,131610,13,1135917,1091464,26648
598,5,3131324,322936,2652777,28856,95270,104896,4129,53652,1602388,257794,350959,354867,32051,18,1551621,1496940,36898
599,4,2270790,657047,1544921,31992,5572,642336,3599,53307,991711,63691,44561,357539,34112,12,1031118,993947,24601
600,5,2337741,404785,1683881,26877,5672,299508,94172,59894,1277591,94009,133976,88417,28956,12,1033680,995342,24599
601,4,1803888,211481,1524546,38738,5711,196382,3632,330120,763770,63141,44804,280851,40818,7,607536,585825,14350
602,4,2020495,215710,1554044,27086,5565,200778,3672,151413,980446,163215,59153,170287,29155,10,866147,834109,20501
603,4,2199217,572155,1553986,30956,5709,465993,3620,154662,802334,157168,50513,354829,34188,12,1033466,993065,24599
604,4,1879767,202235,1606103,27025,5691,187441,3266,148178,924873,292719,38461,170878,29590,9,777890,747931,18449
605,3,2234089,212334,1949584,32615,5593,189240,11571,240416,1382875,62812,31193,197580,34708,12,1037401,998071,24600
606,3,1614355,288213,1167523,28031,5555,274707,2638,51655,879182,72977,35083,98488,30138,5,430326,414833,10250
607,5,2092802,203889,1820190,32327,5605,190572,2097,148522,825274,418231,127685,266031,34447,10,872880,839784,20501
608,3,1998380,296412,1636017,29337,97464,190230,3035,52306,1165751,169527,43090,172773,32570,8,693228,667396,16400
609,5,2484969,517481,1806631,30368,5661,504288,2031,147003,835777,407002,134803,249599,32447,10,867256,836060,20500
610,4,2120090,579727,1473597,123163,5921,474760,93819,374724,689530,79979,50882,152042,126440,9,774140,745619,18450
611,4,2265284,201339,1986632,31936,6125,188039,1918,53151,1536495,152311,54298,154777,33410,11,954982,918838,22550
612,3,2365269,465652,1833430,122511,5847,361859,91295,148938,1167530,182145,146380,62689,124635,13,1122747,1080299,26647
613,3,2319250,503293,1749093,125600,5878,489846,2039,54516,1009065,154060,339355,63418,128679,9,779370,749399,18448
614,3,3143160,556107,2244625,30106,6016,451247,1915,480311,850725,70403,152834,658194,32158,18,1547945,1490135,36899
615,4,2180735,462629,1537527,32395,5920,357593,1988,239809,779647,87741,238363,156425,34487,11,948282,914186,22548
616,3,1793320,187612,1537837,30325,7167,82574,1961,336025,986683,69733,51997,61015,32384,6,522947,504372,12300
617,5,2060209,373906,1592550,32813,5694,360584,2172,77408,1291692,63389,63992,61172,34897,8,691239,665358,16398
618,3,3007567,370734,2479979,30115,5276,266326,2483,238840,1473627,412979,163396,156386,32212,18,1556864,1498021,36898
619,4,2735579,279761,2385562,126217,5908,266259,1757,148105,1603025,152790,287814,64420,129408,13,1123782,1083418,26650
620,4,2567748,652166,1847832,29377,5772,639301,1908,145313,1480401,68735,60405,60211,31442,14,1203089,1157756,28699
621,4,1568254,96513,1402415,323374,6100,82872,2137,148125,552638,158808,156013,61077,325458,3,260818,251537,6150
622,3,2233505,198754,1968076,30223,5922,185411,1297,52867,1577187,166278,77354,62072,32318,9,779170,749376,18450
623,3,1859226,97768,1183799,125837,6110,82981,2647,53186,788075,63835,87828,62894,127981,3,266860,256534,6149
624,4,1610774,371298,1171260,29863,5782,266231,1647,57104,630359,303061,86158,61136,32394,4,347207,332718,8200
625,3,2159192,189002,1808562,231370,5732,176143,1804,52998,1309056,64769,86059,62185,233495,8,701054,675323,16399
626,3,1662244,95529,1495252,29200,5447,82920,2027,52497,1146226,154993,86846,23437,31253,5,432905,416473,10248
627,3,1970715,189999,1622872,122943,5595,176958,1927,53203,664871,496627,257541,23444,125043,9,782110,749813,18450
628,2,1526916,97118,1361061,28924,5660,84823,1480,63622,1103817,61694,77210,23740,30978,4,351223,337731,9244
629,5,12436870,1201246,3896818,30311,7300,910398,2550,564071,758381,2367750,169726,3408,33482,28,2418528,2330661,57400
630,14,2196641,964609,1165281,31234,5830,859645,92866,151947,643426,186066,56840,93351,33322,13,1114242,1073984,26649
631,3,1054657,192317,791304,31387,5998,178922,1598,51944,371951,104575,45781,181456,33489,4,341374,329047,8200
632,2,933963,95889,771904,29223,5963,81607,2780,50948,349761,198956,44449,94498,31133,3,261107,251855,6150
633,3,1375671,189799,1118136,122550,97331,84254,2215,61916,353229,513283,60005,2825,124616,3,257668,248428,6151
634,3,1437407,97949,1271267,28956,5823,85266,1820,155513,908396,112754,59844,2702,31021,5,429195,413577,10250
635,2,1056795,188963,795669,30015,6018,175013,1352,52679,445511,104680,156444,3219,33136,4,349756,336338,8199
636,3,1549856,188980,898168,29460,97556,83453,2488,51128,458162,198271,156372,3468,30767,5,433239,416698,10250
637,2,1578683,289141,1214411,344935,5989,274999,2163,52617,646388,104544,59504,2906,346314,6,516332,496741,12299
638,2,709626,95473,546348,28950,5821,82730,1840,51024,284062,102658,74674,2879,31051,0,0,0,0
639,2,683052,97613,517281,31754,6109,84603,1766,62517,250266,104642,63945,2960,32951,0,0,0,0
640,2,689588,97836,524487,28459,5801,84671,1820,61948,264810,102580,58705,2711,30524,0,0,0,0
641,2,684625,97759,517822,30927,5862,84981,1840,61851,250960,104434,63506,2599,32987,0,0,0,0
642,2,691644,97347,526648,29005,5790,84545,1627,61615,259164,102942,68720,2910,31078,0,0,0,0
643,2,688727,97829,521856,30749,8434,81746,2071,61964,251179,104230,68602,3053,32828,0,0,0,0
644,2,686304,97460,521236,29026,5994,83869,1786,61625,258049,103376,64253,2834,31099,0,0,0,0
645,2,684960,97267,519020,30927,5895,84407,2179,61963,251580,104855,63876,2598,33008,0,0,0,0
646,2,692818,97144,527929,28548,5832,84613,1297,62559,258796,103173,68210,3512,30621,0,0,0,0
647,2,687764,97593,521821,31242,5935,84451,1885,51198,261333,104777,67060,2673,33323,0,0,0,0
648,2,685145,97884,520352,29027,5864,84377,1865,51008,267721,102719,64325,3479,31100,0,0,0,0
649,2,683636,98251,517402,30880,5803,85079,1861,50844,262129,104739,64677,2068,32945,0,0,0,0
650,2,689319,97663,527167,28605,5499,84442,1780,62050,259261,103420,67912,2528,30678,0,0,0,0
651,2,684900,97302,519338,30636,5698,84296,1792,62217,249315,104253,67547,1837,32721,0,0,0,0
652,2,690300,97531,522473,28508,7912,82226,1792,50980,270180,103319,64362,2005,30581,0,0,0,0
653,2,682388,97566,516713,30787,5740,84847,1475,50963,261817,104656,63611,1654,32872,0,0,0,0
654,2,690398,97367,525955,28985,5466,84275,1851,50671,269898,103312,69076,1940,31058,0,0,0,0
655,2,690707,99283,522209,30731,8117,83532,1763,51282,262763,105391,67199,1667,32795,0,0,0,0
656,2,687164,98675,521198,29073,5445,85645,1308,61941,258761,103034,63656,2660,31146,0,0,0,0
657,2,687342,98121,520410,30681,5559,85967,1528,62142,254922,104060,63583,1797,32766,0,0,0,0
658,2,692341,99025,526624,28688,5721,86034,1467,62033,258790,103398,68615,1983,30761,0,0,0,0
659,2,688544,98916,521091,30812,6032,85570,1842,62047,250530,104281,68455,2906,32872,0,0,0,0
660,2,687785,98957,521567,28643,5980,86307,1333,61574,257857,102951,64500,2899,30716,0,0,0,0
661,2,687748,99553,519758,30947,5882,85972,1909,62439,251972,104802,63788,2610,33007,0,0,0,0
662,2,693648,98992,528476,28616,6046,85868,1501,62136,259693,102337,69543,3036,30681,0,0,0,0
663,2,689026,98529,521785,30991,6117,85291,1974,62316,250548,104199,68616,3036,33070,0,0,0,0
664,2,688899,99050,522609,28644,5906,85441,1972,50737,269600,103283,63599,3604,30717,0,0,0,0
665,2,687145,99359,519578,31171,5882,86148,1929,51005,262480,105047,64844,2971,33231,0,0,0,0
666,2,694203,100320,527476,28616,5872,86764,1844,50567,270369,103122,68046,3642,30681,0,0,0,0
667,2,690168,99621,521613,30822,5852,86336,1609,51110,262229,104033,67468,2758,32903,0,0,0,0
668,2,692947,98749,526164,28726,5924,83841,1460,61862,262598,102800,63452,3583,30799,0,0,0,0
669,2,685559,98482,518146,31732,5978,85812,1576,62533,250657,104468,63697,2654,32997,0,0,0,0
670,2,693926,98749,527592,29823,5906,85924,1770,62384,259290,103334,67796,3480,31089,0,0,0,0
671,2,690041,99450,521653,30802,5956,85629,2031,62215,251026,104016,67633,2813,32838,0,0,0,0
672,2,689498,98399,522507,29844,5811,85683,1356,62304,258542,103510,63513,3562,31076,0,0,0,0
673,2,686451,99221,518763,30987,5850,85491,2491,61676,251737,104479,63836,2803,33092,0,0,0,0
674,2,697691,98484,532467,28616,6044,85743,1527,61893,263756,103446,67924,3717,30681,0,0,0,0
675,2,690126,98739,522612,31242,5956,85188,2394,51103,262541,104433,68305,2928,33302,0,0,0,0
676,2,692473,99571,525832,29427,5927,86203,1557,51100,272748,103106,63518,3551,30694,0,0,0,0
677,2,687721,99372,520172,30927,5955,85855,1716,50825,263664,104839,64942,2894,33008,0,0,0,0
678,2,694810,99155,529249,28653,5727,85327,2160,50893,271867,102350,68819,3545,30726,0,0,0,0
679,2,692706,98646,522879,30759,6002,85272,2201,62066,251707,104873,67579,2723,32820,0,0,0,0
680,2,690647,99534,522620,29055,8297,84422,1069,61855,259541,103147,63368,3560,31149,0,0,0,0
681,2,688830,99526,522101,31018,5903,86162,1576,51168,264582,105691,63701,2736,33083,0,0,0,0
682,2,695616,99861,528303,29005,6012,86808,1528,50838,271696,103259,67919,3513,31078,0,0,0,0
683,2,696253,99095,527782,31011,6031,85791,1875,50843,267336,104806,68506,2907,33071,0,0,0,0
684,2,689060,98371,522733,29001,5852,85432,1948,50747,270570,103115,63565,3670,31066,0,0,0,0
685,2,686428,98831,519770,30500,6076,85687,1833,62207,251393,104872,63799,2708,32605,0,0,0,0
686,2,692454,98548,526641,28973,5906,85469,1696,62412,258374,103019,68753,3057,31026,0,0,0,0
687,2,690054,98818,522664,31053,5989,85638,1885,51128,262209,104612,68620,2982,33113,0,0,0,0
688,2,1248822,193677,987381,119713,5591,85427,2313,53778,351258,102477,353133,2749,122854,3,258757,249427,6150
